,x,y,z
136,136515.7796,1419326.26875,83.0576
137,136515.23975,1419326.1742,83.08505000000001
138,136513.0224,1419325.7777,83.13995000000001
139,136512.4673,1419325.6739999999,83.14605
140,136510.1432,1419325.5520000001,83.29855
141,136510.70135,1419325.6496,83.20400000000001
142,136513.4616,1419326.14675,83.143
143,136514.01975,1419326.2474,83.13385
144,136514.56264999998,1419326.345,83.12165
145,136516.22185,1419326.6408499999,83.04235
146,136516.78,1419326.73845,82.9722
147,136517.33815,1419326.84215,83.021
148,136518.4392,1419327.03735,82.93865
149,136520.0862,1419327.3392999999,83.00880000000001
150,136519.30845,1419327.5101,82.9539
151,136518.20739999998,1419327.31185,82.95085
152,136515.9809,1419326.9214499998,83.21925
153,136515.44105,1419326.82385,83.1979
154,136513.22675,1419326.4242999998,83.15825
155,136512.66555,1419326.32365,83.17960000000001
156,136512.12875,1419326.2230000002,83.11555
157,136509.3441,1419325.73195,83.3077
158,136508.80425000002,1419325.62825,83.16130000000001
159,136508.24305,1419325.5276000001,83.20400000000001
160,136506.471,1419325.5001500002,83.1674
161,136507.0261,1419325.6008000001,83.16435
162,136507.58425,1419325.7014499998,83.17960000000001
163,136508.1241,1419325.79905,83.15214999999999
164,136508.6853,1419325.89665,83.10335
165,136510.33229999998,1419326.2047,83.31075000000001
166,136510.8874,1419326.3023,83.265
167,136511.43335,1419326.39685,83.17960000000001
168,136511.98845,1419326.4975,83.17045
169,136514.73955,1419326.9916,83.1369
170,136515.84365,1419327.19595,83.23145
171,136516.3896,1419327.2966,83.22535
172,136517.50895,1419327.4857,82.9539
173,136519.15899999999,1419327.78155,82.92035
174,136519.74155,1419328.1079,82.92949999999999
175,136519.1834,1419328.00725,82.93255
176,136516.9691,1419327.6138,83.03015
177,136516.42925000002,1419327.5192500001,83.07894999999999
178,136515.86805,1419327.4186000002,83.09724999999999
179,136513.6568,1419327.0221,83.1674
180,136513.1139,1419326.9245000002,83.17045
181,136512.55575,1419326.8269,83.18265000000001
182,136512.00065,1419326.72625,83.17654999999999
183,136509.24345,1419326.2321499998,83.26195
184,136508.68835,1419326.1315,83.21620000000001
185,136506.49235000001,1419325.73195,83.14605
186,136505.93115,1419325.6313,83.1247
187,136504.092,1419325.66485,83.00574999999999
188,136504.6471,1419325.7716,83.10640000000001
189,136505.19305,1419325.8692,83.10640000000001
190,136507.4043,1419326.2748500002,83.2284
191,136507.94415,1419326.37245,83.26805
192,136510.15540000002,1419326.77505,83.3138
193,136510.71355,1419326.87875,83.33515
194,136511.25645000002,1419326.9733000002,83.29855
195,136514.0289,1419327.4704500001,83.17045
196,136514.5718,1419327.56805,83.1552
197,136515.12995,1419327.66565,83.1369
198,136517.88715,1419328.1567000002,82.97525
199,136518.4453,1419328.25735,82.93560000000001
200,136519.63175,1419328.7758499999,82.96305
201,136519.0736,1419328.6752,82.97525
202,136516.87149999998,1419328.2848,83.07894999999999
203,136516.31335,1419328.1872,83.11859999999999
204,136515.7552,1419328.08655,83.143
205,136515.21229999998,1419327.98895,83.143
206,136512.99800000002,1419327.5924499999,83.19484999999999
207,136512.449,1419327.4948500001,83.18265000000001
208,136511.89695,1419327.3942,83.14605
209,136511.33575,1419327.2966,83.2528
210,136509.67655,1419326.9977,83.27109999999999
211,136506.91325,1419326.50055,83.2223
212,136506.35815000001,1419326.3938,83.09724999999999
213,136505.81220000001,1419326.2992500002,83.15214999999999
214,136503.05195,1419325.7929500001,82.93865
215,136502.4938,1419325.68925,82.88374999999999
216,136501.9326,1419325.59165,82.94475
217,136500.5845,1419325.6008000001,83.21925
218,136501.14875,1419325.6923,82.99050000000001
219,136503.90899999999,1419326.18945,83.03015
220,136504.45495,1419326.2901,83.06675
221,136505.01005,1419326.3938,83.13385
222,136507.2213,1419326.79945,83.27720000000001
223,136507.76725,1419326.89705,83.2528
224,136508.3254,1419326.99465,83.21620000000001
225,136508.88355,1419327.0953,83.21925
226,136512.18365,1419327.6931,83.24365
227,136514.39794999998,1419328.0895999998,83.17349999999999
228,136517.7133,1419328.6813,83.0454
229,136518.27145,1419328.78195,83.00269999999999
230,136519.9337,1419329.33095,82.9539
231,136519.3725,1419329.2364,83.08505000000001
232,136517.1704,1419328.8398999998,83.0942
233,136516.61835,1419328.7423,83.1247
234,136514.9561,1419328.4434,83.16435
235,136513.85505,1419328.2482,83.1918
236,136513.303,1419328.14755,83.17654999999999
237,136512.75705,1419328.0469,83.11555
238,136510.53665,1419327.6564999998,83.31685
239,136509.9968,1419327.55585,83.21315
240,136509.4478,1419327.4582500001,83.24365
241,136508.8927,1419327.3576,83.18265000000001
242,136506.67535,1419326.95805,83.16130000000001
243,136503.35695,1419326.3572,83.04845
244,136502.81405000002,1419326.2535,82.96
245,136500.5906,1419325.8631,83.143
246,136500.0294,1419325.7716,83.34734999999999
247,136499.4804,1419325.6739999999,83.40225
248,136498.9253,1419325.57335,83.3809
249,136496.8696,1419325.53065,83.36564999999999
250,136497.4247,1419325.6313,83.38395
251,136497.9737,1419325.7289000002,83.37175
252,136500.75225,1419326.2138500002,82.9661
253,136501.2982,1419326.31145,82.90205
254,136501.85635,1419326.4120999998,82.92949999999999
255,136504.61354999998,1419326.9183999998,83.09724999999999
256,136505.1717,1419327.01905,83.1125
257,136505.7329,1419327.1197,83.0881
258,136506.27275,1419327.2173000001,83.09724999999999
259,136510.69525,1419328.02555,83.33515
260,136511.24120000002,1419328.1231499999,83.31075000000001
261,136511.79630000002,1419328.2238,83.2955
262,136512.35749999998,1419328.3214,83.2345
263,136514.5535,1419328.7179,83.1979
264,136515.11165,1419328.8155,83.17654999999999
265,136515.66675,1419328.91615,83.13995000000001
266,136517.8658,1419329.3095999998,83.09115
267,136518.42395,1419329.41025,83.07894999999999
268,136518.976,1419329.5108999999,83.08505000000001
269,136519.90625,1419329.94705,83.03625
270,136517.14905,1419329.45295,83.13385
271,136516.5909,1419329.35535,83.1491
272,136513.8276,1419328.8643,83.30465
273,136513.27555,1419328.7636499999,83.24365
274,136512.72960000002,1419328.6630000002,83.21925
275,136509.9602,1419328.16585,83.23145
276,136509.4112,1419328.06825,83.2284
277,136508.2949,1419327.8699999999,83.26195
278,136507.752,1419327.7724,83.28635
279,136506.63874999998,1419327.56805,83.2284
280,136506.09585,1419327.4674,83.1247
281,136503.87545,1419327.06785,83.14605
282,136503.3173,1419326.9641500001,83.0698
283,136502.77745,1419326.86655,83.0149
284,136499.9928,1419326.37245,83.17349999999999
285,136499.44684999998,1419326.28095,83.34734999999999
286,136496.12540000002,1419325.6861999999,83.39615
287,136495.5642,1419325.58555,83.41445
288,136494.4601,1419325.6496,83.41445
289,136495.01825,1419325.7471999999,83.34429999999999
290,136497.23255000002,1419326.14675,83.40835000000001
291,136498.3336,1419326.345,83.37785
292,136498.8887,1419326.44565,83.3931
293,136499.99585,1419326.6317,83.11859999999999
294,136501.09995,1419326.82385,82.9234
295,136502.2132,1419327.0282,82.99965
296,136504.9643,1419327.5284,83.1125
297,136505.52550000002,1419327.6320999998,83.1308
298,136508.27354999998,1419328.1323000002,83.2528
299,136508.83475,1419328.23295,83.2345
300,136511.5828,1419328.73315,83.31685
301,136512.14095,1419328.8307500002,83.28025
302,136514.33695,1419329.22725,83.26195
303,136514.889,1419329.3248500002,83.2345
304,136515.99005,1419329.52005,83.17654999999999
305,136517.10025,1419329.72135,83.15214999999999
306,136517.64315,1419329.8189499998,83.1308
307,136518.1952,1419329.9196,83.16130000000001
308,136518.75335,1419330.0172,83.1369
309,136519.2932,1419330.1148,83.13995000000001
310,136518.122,1419330.21545,83.08505000000001
311,136517.573,1419330.1209,83.17349999999999
312,136517.02095,1419330.0202499998,83.17045
313,136516.45975,1419329.92265,83.20400000000001
314,136513.71475,1419329.42855,83.33515
315,136513.15965,1419329.3217999998,83.23145
316,136512.61675000002,1419329.22725,83.25585000000001
317,136510.9606,1419328.9253,83.1857
318,136510.4055,1419328.8276999998,83.1979
319,136507.6422,1419328.33665,83.30465
320,136507.08405,1419328.23295,83.27415
321,136506.5259,1419328.1323000002,83.265
322,136504.32684999998,1419327.7297,83.07894999999999
323,136503.77175,1419327.6320999998,83.07894999999999
324,136503.21055,1419327.53145,83.09115
325,136502.6707,1419327.4338500001,83.05454999999999
326,136500.45335,1419327.0282,82.899
327,136499.90435,1419326.9367000002,83.06065
328,136499.3462,1419326.84215,83.2467
329,136497.6809,1419326.5524,83.42054999999999
330,136496.0217,1419326.25655,83.46325
331,136493.8135,1419325.86005,83.40225
332,136493.25535,1419325.7594,83.3931
333,136490.8611,1419325.60995,83.33210000000001
334,136491.40399999998,1419325.70755,83.34429999999999
335,136491.96215,1419325.8082,83.35955
336,136492.5203,1419325.90885,83.37480000000001
337,136495.2836,1419326.40905,83.4785
338,136496.38465,1419326.6073,83.4541
339,136498.60505,1419327.0038,83.35955
340,136499.70915,1419327.1898500002,83.0698
341,136501.36835,1419327.4857,83.00880000000001
342,136501.9265,1419327.58635,83.01795
343,136504.68675,1419328.0895999998,83.09115
344,136505.24185,1419328.1933000002,83.17045
345,136505.8,1419328.2939499998,83.16435
346,136509.11229999998,1419328.8948000001,83.2406
347,136509.65215,1419328.9923999999,83.23755
348,136511.3144,1419329.2913,83.2223
349,136511.86645,1419329.39195,83.27720000000001
350,136514.6206,1419329.8891,83.27415
351,136515.1757,1419329.98975,83.25585000000001
352,136515.72470000002,1419330.0843,83.15825
353,136518.48495,1419330.5845,83.21315
354,136519.58295,1419330.7797,83.10335
355,136520.1411,1419330.8773,83.05454999999999
356,136519.71409999998,1419331.0237,83.07894999999999
357,136518.6161,1419330.8285,83.1308
358,136517.50285,1419330.63025,83.21620000000001
359,136516.96605,1419330.5326500002,83.1857
360,136513.6568,1419329.94705,83.3382
361,136513.1017,1419329.84335,83.2833
362,136510.90875,1419329.44685,83.21315
363,136510.35365,1419329.3492500002,83.2345
364,136508.14239999998,1419328.95275,83.23755
365,136507.5995,1419328.8520999998,83.2467
366,136507.04134999998,1419328.7545,83.27109999999999
367,136506.49845,1419328.6569,83.28939999999999
368,136504.84535,1419328.3549499998,83.1308
369,136503.7321,1419328.15365,83.12165
370,136500.981,1419327.6473500002,82.89290000000001
371,136498.2116,1419327.1715499999,83.40835000000001
372,136496.5524,1419326.87875,83.46325
373,136494.3381,1419326.4792000002,83.40835000000001
374,136493.77995,1419326.37855,83.40225
375,136489.9217,1419325.6861999999,83.2955
376,136488.2503,1419325.6923,83.29855
377,136488.81149999998,1419325.7929500001,83.28635
378,136489.3666,1419325.8936,83.2955
379,136492.136,1419326.3938,83.37175
380,136492.6911,1419326.4914000002,83.35955
381,136493.23705,1419326.59205,83.39005
382,136494.8993,1419326.89095,83.41445
383,136495.45745000002,1419326.9916,83.4175
384,136497.1197,1419327.28745,83.39005
385,136498.78195,1419327.5833,83.2589
386,136499.34315,1419327.6748000002,83.0515
387,136499.89215,1419327.7663,82.89595
388,136502.1095,1419328.175,83.082
389,136502.66460000002,1419328.2787,83.1369
390,136503.2136,1419328.3732500002,83.0576
391,136505.983,1419328.8795500002,83.21620000000001
392,136507.64525,1419329.17845,83.21315
393,136508.18815,1419329.2791,83.22535
394,136508.7463,1419329.37975,83.23755
395,136509.2892,1419329.47735,83.2467
396,136512.06470000002,1419329.97755,83.2101
397,136512.6076,1419330.0782,83.23145
398,136515.37395,1419330.57535,83.2467
399,136515.926,1419330.67295,83.1674
400,136518.1403,1419331.0664000001,83.05454999999999
401,136520.0862,1419331.7251999998,83.0515
402,136517.88105,1419331.3348,83.1674
403,136514.5657,1419330.7430999998,83.25585000000001
404,136514.01059999998,1419330.6455,83.2528
405,136513.46465,1419330.5448500002,83.23145
406,136511.2473,1419330.14835,83.2833
407,136510.69525,1419330.0476999998,83.24974999999999
408,136509.59115,1419329.8525,83.28025
409,136506.8309,1419329.3523000001,83.1918
410,136505.16865,1419329.0564499998,83.2833
411,136504.61354999998,1419328.9558,83.2345
412,136501.29515,1419328.34885,83.0271
413,136500.737,1419328.24515,82.90509999999999
414,136500.1941,1419328.14755,82.92644999999999
415,136499.6329,1419328.0469,82.93560000000001
416,136499.0717,1419327.9554,83.10640000000001
417,136497.96455,1419327.76935,83.39615
418,136497.40639999998,1419327.6687,83.44800000000001
419,136496.86045,1419327.5711,83.4358
420,136494.6431,1419327.1745999998,83.41445
421,136494.0819,1419327.0739499999,83.4114
422,136492.42575,1419326.77505,83.37175
423,136491.32165,1419326.5768,83.35955
424,136490.76045,1419326.4761499998,83.3382
425,136489.65635,1419326.2779,83.28635
426,136487.43899999998,1419325.87835,83.20095
427,136486.89305,1419325.7807500002,83.20095
428,136486.3349,1419325.6801,83.20705
429,136485.93839999998,1419325.9119,83.21620000000001
430,136487.03944999998,1419326.10405,83.09115
431,136488.6956,1419326.40905,83.26195
432,136490.3548,1419326.7079500002,83.29855
433,136495.33239999998,1419327.6076999998,83.4236
434,136496.43345,1419327.80595,83.41445
435,136501.41715,1419328.6874,83.01795
436,136501.97225,1419328.7911,83.12775
437,136502.51515,1419328.8887,83.1125
438,136503.0733,1419328.98935,83.11555
439,136503.6284,1419329.0930499998,83.1857
440,136505.28454999998,1419329.395,83.25585000000001
441,136505.8305,1419329.48955,83.1918
442,136506.38559999998,1419329.5932500002,83.20400000000001
443,136509.1428,1419330.0904,83.24974999999999
444,136512.4551,1419330.6882,83.2101
445,136515.2245,1419331.1883999999,83.21620000000001
446,136515.76434999998,1419331.286,83.23145
447,136516.32555,1419331.3836,83.17960000000001
448,136517.97865,1419331.67945,83.11859999999999
449,136519.63175,1419331.97835,83.1308
450,136517.4937,1419331.82585,83.18875
451,136516.9386,1419331.72215,83.1247
452,136516.39265,1419331.6276,83.21315
453,136514.73955,1419331.3287,83.12775
454,136513.62935,1419331.1273999999,83.1125
455,136511.96405,1419330.8376500001,83.3077
456,136511.4242,1419330.7370000002,83.2345
457,136510.86604999998,1419330.63635,83.2406
458,136508.1119,1419330.1392,83.18265000000001
459,136507.55375,1419330.0355000002,83.1125
460,136506.9956,1419329.9379,83.15825
461,136506.44965,1419329.8403,83.1918
462,136504.2323,1419329.44685,83.27720000000001
463,136503.13125,1419329.2425,83.15214999999999
464,136500.91694999998,1419328.8398999998,83.01185000000001
465,136498.1506,1419328.3549499998,83.3016
466,136497.5894,1419328.25735,83.37480000000001
467,136497.03125,1419328.15975,83.4541
468,136495.9302,1419327.9615,83.42054999999999
469,136494.26795,1419327.6626000002,83.42054999999999
470,136493.72505,1419327.565,83.4114
471,136492.0628,1419327.26915,83.35955
472,136490.94345000002,1419327.06785,83.32905
473,136488.18015,1419326.5707,83.26195
474,136487.63725,1419326.4700500001,83.1918
475,136484.8587,1419325.9759499999,83.23755
476,136484.31579999998,1419325.87835,83.2406
477,136483.75460000001,1419325.7777,83.24974999999999
478,136483.20255000002,1419325.6801,83.26195
479,136482.315,1419325.8143,83.21315
480,136485.6334,1419326.40905,83.2284
481,136486.19460000002,1419326.5097,83.21315
482,136486.73445,1419326.60425,83.17654999999999
483,136488.9518,1419327.0038,83.22535
484,136489.513,1419327.1075,83.28635
485,136490.05285,1419327.2020500002,83.2528
486,136493.3682,1419327.80595,83.41445
487,136495.5825,1419328.20245,83.43275
488,136496.12540000002,1419328.3031,83.4663
489,136498.3458,1419328.69045,83.20400000000001
490,136498.90395,1419328.785,83.03320000000001
491,136499.4499,1419328.8795500002,82.92644999999999
492,136500.00805,1419328.97715,82.8563
493,136502.2193,1419329.3828,83.06370000000001
494,136502.76525,1419329.48345,83.143
495,136503.3173,1419329.58715,83.21315
496,136503.87545,1419329.69085,83.2406
497,136508.84389999998,1419330.5845,83.1674
498,136509.3868,1419330.68515,83.2467
499,136509.9419,1419330.7858000002,83.25585000000001
500,136512.1562,1419331.1823,83.21620000000001
501,136512.6991,1419331.2799,83.17349999999999
502,136513.2542,1419331.38055,83.1918
503,136513.8093,1419331.47815,83.16435
504,136515.46545,1419331.7770500001,83.17045
505,136516.00225,1419331.8776999998,83.21315
506,136517.1155,1419332.07595,83.16130000000001
507,136518.77165,1419332.37485,83.1552
508,136519.31149999998,1419332.47245,83.15214999999999
509,136520.00385,1419332.8536999999,83.09724999999999
510,136518.89975,1419332.6615499998,83.21925
511,136518.34464999998,1419332.5609,83.25585000000001
512,136517.7987,1419332.4663500001,83.2833
513,136517.24970000001,1419332.36265,83.18265000000001
514,136515.59355,1419332.06375,83.1369
515,136515.0415,1419331.96005,83.1308
516,136514.49555,1419331.8655,83.12775
517,136513.94045,1419331.7648500002,83.1491
518,136513.3823,1419331.66725,83.1674
519,136512.84245,1419331.5666,83.15214999999999
520,136512.2843,1419331.4659499999,83.11859999999999
521,136511.1802,1419331.2738,83.20705
522,136510.6251,1419331.17315,83.2406
523,136510.06389999998,1419331.0725,83.24365
524,136508.41079999998,1419330.7736000002,83.16130000000001
525,136507.30975000001,1419330.57535,83.15214999999999
526,136505.65055,1419330.2764499998,83.1979
527,136505.0924,1419330.17885,83.20705
528,136504.54645,1419330.08125,83.2284
529,136501.2311,1419329.4804,83.04845
530,136498.47085,1419328.98325,83.11555
531,136497.3515,1419328.79415,83.33515
532,136496.8025,1419328.6996,83.44800000000001
533,136495.14635,1419328.40375,83.46935
534,136494.58515,1419328.3031,83.46325
535,136492.3678,1419327.9066,83.43275
536,136491.8249,1419327.80595,83.36564999999999
537,136491.26675,1419327.70835,83.39005
538,136490.72385,1419327.6076999998,83.37785
539,136487.9453,1419327.1075,83.27415
540,136487.39935,1419327.00685,83.20400000000001
541,136485.182,1419326.61035,83.2406
542,136484.6269,1419326.5158000002,83.27720000000001
543,136481.8636,1419326.01865,83.2223
544,136481.3085,1419325.92105,83.23755
545,136480.76255,1419325.82345,83.23145
546,136478.96305,1419325.7258499998,83.3077
547,136479.51815,1419325.8265,83.2833
548,136480.0641,1419325.9241,83.26805
549,136482.8335,1419326.42125,83.26195
550,136483.37945,1419326.51885,83.2589
551,136483.93455,1419326.6164499999,83.2406
552,136486.1397,1419327.0129500001,83.23755
553,136486.69785,1419327.11665,83.31685
554,136488.9152,1419327.5162,83.34429999999999
555,136489.4581,1419327.6138,83.37480000000001
556,136490.01625,1419327.71445,83.3565
557,136492.77345,1419328.2116,83.4236
558,136493.33465,1419328.3153,83.43275
559,136493.88975,1419328.4129,83.47545
560,136499.41634999998,1419329.38585,82.92035
561,136499.9745,1419329.48345,82.899
562,136502.7317,1419329.9928,83.1491
563,136503.28375,1419330.0965,83.23755
564,136503.84495,1419330.19715,83.21925
565,136506.60215,1419330.69125,83.17960000000001
566,136507.15725,1419330.79495,83.2284
567,136507.70015,1419330.8864499999,83.12775
568,136508.26135,1419330.9901500002,83.13385
569,136511.01245,1419331.4873000002,83.1552
570,136512.67165,1419331.78315,83.10029999999999
571,136513.2237,1419331.8838,83.12775
572,136515.97785,1419332.3779,83.07894999999999
573,136516.53295,1419332.47855,83.0942
574,136517.07585,1419332.5792,83.12165
575,136517.6279,1419332.6798500002,83.13995000000001
576,136519.28405000002,1419332.9757,83.09724999999999
577,136518.88145000002,1419333.18005,83.0942
578,136518.32635,1419333.0794,83.1247
579,136517.78040000002,1419332.9818,83.13995000000001
580,136515.0171,1419332.48465,83.09115
581,136514.4742,1419332.38705,83.0942
582,136512.25685,1419331.99055,83.13995000000001
583,136511.15885,1419331.79535,83.1552
584,136509.50575,1419331.49035,82.9966
585,136508.94455,1419331.3927499999,83.10335
586,136508.40165,1419331.2982,83.11859999999999
587,136505.63835,1419330.8041,83.20095
588,136505.0802,1419330.70345,83.20400000000001
589,136504.5251,1419330.6028,83.2101
590,136502.8598,1419330.30695,83.2284
591,136501.7618,1419330.10565,83.14605
592,136501.2067,1419330.00195,83.07589999999999
593,136500.66075,1419329.9013,83.00574999999999
594,136499.00155000002,1419329.6024,82.94475
595,136498.44035,1419329.5048,83.03625
596,136496.21385,1419329.1235500001,83.44189999999999
597,136495.674,1419329.02595,83.40835000000001
598,136495.1128,1419328.9253,83.43275
599,136494.55465,1419328.8276999998,83.4663
600,136491.79134999998,1419328.3305499998,83.36564999999999
601,136491.2332,1419328.23295,83.4358
602,136490.68725,1419328.13535,83.4358
603,136488.46685,1419327.7358000001,83.3931
604,136485.7066,1419327.23865,83.25585000000001
605,136485.14845,1419327.138,83.27415
606,136484.04434999998,1419326.9397500001,83.28025
607,136481.827,1419326.54325,83.23755
608,136481.26885,1419326.4426,83.24365
609,136480.72595000002,1419326.345,83.2345
610,136477.95045,1419325.8509,83.2833
611,136477.4106,1419325.7563500002,83.33210000000001
612,136476.4773,1419325.93935,83.43885
613,136477.03545,1419326.03695,83.38700000000001
614,136479.24975,1419326.4304,83.3138
615,136479.78960000002,1419326.5280000002,83.265
616,136482.5651,1419327.0251500001,83.28635
617,136483.10495,1419327.1197,83.20400000000001
618,136486.42335,1419327.72055,83.29855
619,136486.9815,1419327.8212,83.34734999999999
620,136487.53965,1419327.92185,83.3382
621,136489.74175000002,1419328.3214,83.3992
622,136490.29989999998,1419328.4220500002,83.4663
623,136492.5142,1419328.8216,83.42970000000001
624,136493.0571,1419328.9192000001,83.43275
625,136493.6183,1419329.01985,83.4602
626,136496.3755,1419329.5139499998,83.42054999999999
627,136496.93365,1419329.61155,83.3809
628,136497.48875,1419329.70915,83.2955
629,136499.69694999998,1419330.0904,82.91425000000001
630,136500.2551,1419330.1941,82.94475
631,136503.00925,1419330.7004,83.19484999999999
632,136506.3246,1419331.2982,83.20095
633,136506.87970000002,1419331.39885,83.18875
634,136507.42565,1419331.49645,83.17654999999999
635,136510.17979999998,1419331.9936000002,83.12165
636,136510.73795,1419332.09425,83.143
637,136512.3941,1419332.38705,83.03015
638,136513.48905,1419332.5883499999,83.082
639,136514.0472,1419332.689,83.07285
640,136515.7003,1419332.9848500001,83.06065
641,136516.2554,1419333.08855,83.0576
642,136516.7983,1419333.18615,83.06065
643,136519.5616,1419333.6833000001,83.03320000000001
644,136520.10145,1419333.77785,82.99355
645,136519.0065,1419333.8205499998,83.01185000000001
646,136518.46665000002,1419333.72295,82.9966
647,136515.1513,1419333.1282000002,83.06370000000001
648,136514.5962,1419333.02755,83.0515
649,136511.8329,1419332.53345,83.09115
650,136511.28085,1419332.4358499998,83.11859999999999
651,136509.61555,1419332.13695,83.1674
652,136509.0635,1419332.03325,83.05454999999999
653,136508.5145,1419331.9386999998,83.1552
654,136505.73595,1419331.4415499999,83.21315
655,136505.19,1419331.34395,83.21620000000001
656,136504.6349,1419331.2433000002,83.21620000000001
657,136502.41755,1419330.84375,83.21315
658,136501.87159999998,1419330.7430999998,83.14605
659,136501.3165,1419330.64245,83.07589999999999
660,136499.09915,1419330.2367999998,82.97525
661,136498.55015,1419330.14225,83.03015
662,136497.4308,1419329.95315,83.30465
663,136495.2226,1419329.5627499998,83.3931
664,136494.6675,1419329.4621,83.39005
665,136491.8981,1419328.968,83.44189999999999
666,136491.343,1419328.8673500002,83.4358
667,136488.57665,1419328.3732500002,83.3992
668,136488.0185,1419328.26955,83.35040000000001
669,136485.80114999998,1419327.8699999999,83.27109999999999
670,136485.25825,1419327.77545,83.31075000000001
671,136484.69705,1419327.6748000002,83.31075000000001
672,136481.9368,1419327.1776500002,83.27415
673,136481.37865,1419327.08005,83.3016
674,136478.62145,1419326.589,83.37785
675,136478.0633,1419326.48835,83.36564999999999
676,136475.86425,1419326.101,83.44189999999999
677,136474.7632,1419325.90275,83.42970000000001
678,136474.2081,1419325.8021,83.4175
679,136472.5733,1419325.77465,83.326
680,136473.1223,1419325.87225,83.37480000000001
681,136473.67435,1419325.9698500002,83.3199
682,136476.4346,1419326.4731,83.47545
683,136476.9897,1419326.5707,83.44800000000001
684,136477.54785,1419326.67135,83.4358
685,136479.204,1419326.97025,83.41445
686,136480.30505,1419327.1654500002,83.39005
687,136480.8632,1419327.26305,83.31685
688,136483.06835000002,1419327.6595500002,83.3626
689,136483.6204,1419327.75715,83.31685
690,136485.83775,1419328.1567000002,83.29245
691,136486.38675,1419328.2543,83.31075000000001
692,136486.9388,1419328.3549499998,83.3077
693,136487.5,1419328.4556,83.3382
694,136489.7021,1419328.8551500002,83.3809
695,136490.26025,1419328.9558,83.40225
696,136490.8184,1419329.0564499998,83.4236
697,136493.01745,1419329.45295,83.4236
698,136493.57864999998,1419329.5536000002,83.40835000000001
699,136496.33585,1419330.0476999998,83.39615
700,136496.89705,1419330.14835,83.40835000000001
701,136499.66035,1419330.6272,82.9417
702,136500.22155000002,1419330.7308999998,82.95695
703,136500.7614,1419330.83155,83.04235
704,136502.42059999998,1419331.13655,83.20095
705,136503.5308,1419331.3409,83.23755
706,136504.07675,1419331.4385,83.22535
707,136506.288,1419331.83805,83.21925
708,136506.83395,1419331.9356499999,83.21315
709,136507.38905,1419332.0363,83.20095
710,136509.60335000002,1419332.4328,83.1369
711,136510.14625,1419332.5304,83.14605
712,136510.70135,1419332.63105,83.1247
713,136513.4616,1419333.1251500002,83.03320000000001
714,136514.01365,1419333.2258000001,83.01795
715,136517.31985,1419333.8205499998,82.99050000000001
716,136517.878,1419333.9212,82.96305
717,136519.52195,1419334.2262,82.98134999999999
718,136520.0679,1419334.3207500002,82.86545
719,136519.1224,1419334.458,82.92949999999999
720,136518.5795,1419334.3604000001,82.92949999999999
721,136516.36215,1419333.96695,82.99050000000001
722,136515.80705,1419333.8663,83.021
723,136515.2611,1419333.7687,83.01795
724,136514.706,1419333.66805,83.0149
725,136512.49169999998,1419333.27155,83.0576
726,136511.9427,1419333.1709,83.0393
727,136511.38455,1419333.07635,83.18265000000001
728,136509.7223,1419332.77745,83.17045
729,136508.6182,1419332.58225,83.2101
730,136508.0631,1419332.4816,83.20705
731,136505.84575,1419332.0851,83.23755
732,136505.29979999998,1419331.9875,83.2406
733,136504.74165,1419331.8838,83.23755
734,136501.97835000002,1419331.3836,83.1369
735,136501.4202,1419331.2799,83.05454999999999
736,136500.8651,1419331.1761999999,83.00880000000001
737,136498.6569,1419330.78275,83.07285
738,136498.0957,1419330.6820999999,83.10335
739,136497.53755,1419330.58755,83.18875
740,136495.8692,1419330.2947500001,83.39615
741,136495.32630000002,1419330.19715,83.3565
742,136491.99875,1419329.6054500001,83.42665000000001
743,136490.88245,1419329.40415,83.42054999999999
744,136488.67729999998,1419329.0045999999,83.326
745,136488.1161,1419328.90395,83.2833
746,136487.57319999998,1419328.80635,83.26195
747,136487.01200000002,1419328.69655,83.06675
748,136484.79465,1419328.3092,83.2955
749,136484.25175,1419328.21465,83.35040000000001
750,136482.5895,1419327.9188,83.3931
751,136482.0344,1419327.8212,83.4358
752,136481.48845,1419327.72055,83.37480000000001
753,136478.71295,1419327.22645,83.4602
754,136478.17005000002,1419327.1319,83.49374999999999
755,136477.6119,1419327.03125,83.48155
756,136474.2935,1419326.4304,83.32905
757,136472.0792,1419326.03085,83.265
758,136469.51415,1419325.8509,83.28635
759,136470.054,1419325.9485,83.28025
760,136470.61215,1419326.04915,83.28635
761,136473.36325,1419326.5402,83.27720000000001
762,136473.9214,1419326.6439,83.28025
763,136475.0194,1419326.8391,83.2467
764,136476.13569999998,1419327.0465,83.3931
765,136476.68165,1419327.1441,83.4236
766,136479.45105,1419327.6442999998,83.4785
767,136479.997,1419327.74495,83.48155
768,136480.54905,1419327.8395,83.41445
769,136483.8644,1419328.4312,83.3077
770,136484.96545,1419328.6233499998,83.15214999999999
771,136488.83895,1419329.3279000001,83.32905
772,136489.38185,1419329.4255000001,83.31075000000001
773,136489.94,1419329.5292,83.3931
774,136491.04105,1419329.72745,83.43885
775,136492.70025,1419330.0263500002,83.4114
776,136493.2584,1419330.127,83.3931
777,136493.80130000002,1419330.2185,83.3565
778,136494.35945,1419330.31915,83.31075000000001
779,136497.11665,1419330.8163,83.33210000000001
780,136497.67785,1419330.9108499999,83.15214999999999
781,136499.89825,1419331.30125,82.93255
